"Latest: Wavelength (nm)","Latest: Intensity (rel)"
380.2,0.321034307368
381,0.332767223621
381.8,0.35518103134
382.7,0.382369217466
383.5,0.409673541704
384.3,0.440202605902
385.2,0.471208938396
386,0.504447326704
386.8,0.539133626646
387.6,0.572823851547
388.5,0.602093198715
389.3,0.626516110984
390.1,0.645523765927
391,0.661623729474
391.8,0.67378856082
392.6,0.684778447479
393.5,0.695373295016
394.3,0.704546510346
395.1,0.712105660249
395.9,0.717052974238
396.8,0.719746191602
397.6,0.72131108907
398.4,0.72246484067
399.3,0.723134542187
400.1,0.722849707112
400.9,0.721739189407
401.8,0.721211905428
402.6,0.720387070522
403.4,0.719960665632
404.2,0.718953570187
405.1,0.717157244221
405.9,0.713972347261
406.7,0.708581673915
407.6,0.701360765664
408.4,0.69274620008
409.2,0.684067207514
410.1,0.675040648339
410.9,0.664999364207
411.7,0.651060247705
412.5,0.633887066283
413.4,0.613655298695
414.2,0.592161270907
415,0.567618829633
415.9,0.53948712732
416.7,0.510595017082
417.5,0.482492137365
418.4,0.456081313632
419.2,0.430353754991
420,0.406206352839
420.8,0.38384679942
421.7,0.362573179726
422.5,0.343173028831
423.3,0.324304400532
424.2,0.307546603596
425,0.290790502107
425.8,0.276332578859
426.7,0.26233496944
427.5,0.250003136577
428.3,0.232462043183
429.1,0.212795707129
430,0.191072794012
430.8,0.17440231259
431.6,0.159594279562
432.5,0.146590202012
433.3,0.13409814942
434.1,0.123262548426
435,0.11369344625
435.8,0.106039351322
436.6,0.0989710332901
437.4,0.0934854149182
438.3,0.0871512253842
439.1,0.0823632834024
439.9,0.076934462501
440.8,0.072300806185
441.6,0.0681223773556
442.4,0.0645271822521
443.3,0.0614609665743
444.1,0.0580683773726
444.9,0.0558761645601
445.7,0.0539653959292
446.6,0.0511628222409
447.4,0.0482330900367
448.2,0.0461654925697
449.1,0.0444827615439
449.9,0.0423778642456
450.7,0.040595101854
451.6,0.0389767978095
452.4,0.0377077558217
453.2,0.0357215398049
454,0.0344940362656
454.9,0.0338260301959
455.7,0.0327621372803
456.5,0.0315227656129
457.4,0.0306309605554
458.2,0.0297272873698
459,0.0295696108102
459.9,0.0281047447081
460.7,0.0277495485873
461.5,0.0265974924341
462.3,0.0267297372905
463.2,0.0263024846774
464,0.0261363308834
464.8,0.0251097377991
465.7,0.0246773988454
466.5,0.0242187804651
467.3,0.0238178072786
468.2,0.0237398167222
469,0.0240238040742
469.8,0.024033129032
470.6,0.0233439298763
471.5,0.0226131922722
472.3,0.0229302408382
473.1,0.0228980273476
474,0.0230141654587
474.8,0.022628451294
475.6,0.0226140399956
476.5,0.0223554843468
477.3,0.022040978951
478.1,0.0217866619194
478.9,0.0218248094742
479.8,0.0214865678221
480.6,0.0211873214483
481.4,0.0207083577054
482.3,0.020796520943
483.1,0.0204141976722
483.9,0.0204404770988
484.8,0.0205447470817
485.6,0.0208321253274
486.4,0.0208482320728
487.2,0.0204565838441
488.1,0.0205888287005
488.9,0.0194952654646
489.7,0.0189773064435
490.6,0.0192417961564
491.4,0.0199894882294
492.2,0.0204218271831
493.1,0.019766536965
493.9,0.0197343234743
494.7,0.0195113722099
495.5,0.0193943863754
496.4,0.0190722514687
497.2,0.018860320609
498,0.0188654069496
498.9,0.0184339157193
499.7,0.0178701796326
500.5,0.0175293948102
501.4,0.0178269457372
502.2,0.0184720632741
503,0.0184568042522
503.8,0.0190968354484
504.7,0.0191570238126
505.5,0.0193943863754
506.3,0.0187518120089
507.2,0.0182024872206
508,0.0178718750795
508.8,0.0173717182506
509.7,0.0176658782839
510.5,0.0180905877267
511.3,0.0179634292109
512.2,0.0178769614201
513,0.0174861609149
513.8,0.0178701796326
514.6,0.0175743241525
515.4,0.017173350966
516.2,0.0175878877275
517,0.0179566474233
517.8,0.0181041513017
518.7,0.0173776523147
519.5,0.01715215788
520.3,0.0174692064461
521.1,0.0177938845231
521.9,0.0180558310657
522.7,0.0183228639489
523.5,0.0185915922789
524.3,0.0180668514704
525.2,0.0171928486051
526,0.0172733823317
526.8,0.0173250934615
527.6,0.0182889550113
528.4,0.0174463179132
529.2,0.0175344811509
530,0.0169893949798
530.8,0.0172284529895
531.7,0.016924120275
532.5,0.0170377152158
533.3,0.0171504624331
534.1,0.0173157685037
534.9,0.0167647482685
535.7,0.0165621423667
536.5,0.0169292066156
537.3,0.0172021735629
538.2,0.0171360511347
539,0.0172335393301
539.8,0.0169707450641
540.6,0.0171487669863
541.4,0.0170122835126
542.2,0.0169690496173
543,0.0166536964981
543.8,0.0160450310691
544.7,0.016578249112
545.5,0.0165265379822
546.3,0.0168876681671
547.1,0.0170529742377
547.9,0.0170512787908
548.7,0.0174742927867
549.5,0.0171987826691
550.4,0.0172131939676
551.2,0.0167511846935
552,0.0165536651323
552.8,0.016800352653
553.6,0.0171572442206
554.4,0.0174514042539
555.2,0.0171402897519
556,0.0167944185889
556.9,0.0167206666497
557.7,0.0167554233107
558.5,0.0168215457389
559.3,0.0162510278647
560.1,0.0169741359579
560.9,0.0169698973407
561.7,0.0176251875588
562.5,0.0176048421963
563.4,0.0170572128549
564.2,0.0167630528216
565,0.0161874486068
565.8,0.0174437747429
566.6,0.0176243398354
567.4,0.0175912786213
568.2,0.0169266634453
569,0.0169046226359
569.9,0.0175717809822
570.7,0.0170512787908
571.5,0.0170614514721
572.3,0.0171640260082
573.1,0.0178184685028
573.9,0.0178108389919
574.7,0.0183847477599
575.5,0.0181431465799
576.4,0.0184881700194
577.2,0.0177828641184
578,0.0179015453998
578.8,0.0173293320787
579.6,0.0167588142045
580.4,0.0167130371388
581.2,0.0166893008825
582.1,0.016730839331
582.9,0.0166189398371
583.7,0.016993633597
584.5,0.0172242143723
585.3,0.0170021108314
586.1,0.0169715927876
586.9,0.0166469147105
587.7,0.0166189398371
588.5,0.016336647932
589.2,0.0162773072913
590,0.0161526919458
590.7,0.0163552978476
591.5,0.0168664750812
592.2,0.0169563337657
593,0.0168579978468
593.7,0.0164510905962
594.5,0.0172937276943
595.2,0.0172962708646
596,0.0168147639514
596.7,0.0156974644592
597.5,0.0152549528242
598.2,0.0153100548477
599,0.0156677941388
599.7,0.0156991599061
600.5,0.0165595991964
601.2,0.0164790654697
602,0.016999567661
602.7,0.0166723464137
603.4,0.0168461297186
604.2,0.0168851249968
604.9,0.016736773395
605.7,0.0167393165654
606.4,0.0166918440528
607.2,0.0167359256716
607.9,0.0164417656384
608.7,0.0160187516425
609.4,0.0161391283708
610.2,0.0162688300569
610.9,0.0165833354526
611.7,0.01666895552
612.4,0.016709646245
613.2,0.016848672889
613.9,0.0164434610853
614.7,0.016197621288
615.4,0.0161442147114
616.2,0.0165451878979
616.9,0.0165121266838
617.7,0.0161738850317
618.4,0.0164553292134
