"Latest: Wavelength (nm)","Latest: Intensity (rel)"
380.2,0.0200197095699
381,0.0196539169061
381.8,0.0198904317455
382.7,0.0194708086434
383.5,0.0198438069564
384.3,0.0193775590651
385.2,0.0192427710384
386,0.0194157066199
386.8,0.0200599764333
387.6,0.0195437128591
388.5,0.0193241524885
389.3,0.0193877317464
390.1,0.0195496469232
391,0.0191961462492
391.8,0.0184984698592
392.6,0.0186205420344
393.5,0.0190376219662
394.3,0.0188994430457
395.1,0.0195072607513
395.9,0.0191766486102
396.8,0.0195191288794
397.6,0.0197403846969
398.4,0.0200565855395
399.3,0.0198209184236
400.1,0.0190494900944
400.9,0.0187426142095
401.8,0.0181017352899
402.6,0.0175676695235
403.4,0.0166936666582
404.2,0.0165622695252
405.1,0.0165037766079
405.9,0.0159434314149
406.7,0.0157603231522
407.6,0.0156357078067
408.4,0.0163037138764
409.2,0.0168030229818
410.1,0.0165749853768
410.9,0.016067199037
411.7,0.0158145774523
412.5,0.015783211685
413.4,0.0160748285479
414.2,0.0158162728991
415,0.0153305273688
415.9,0.0147574663242
416.7,0.0149159906072
417.5,0.0156662258505
418.4,0.0160214219713
419.2,0.0160502445682
420,0.0161053465917
420.8,0.0161757076371
421.7,0.0158603545179
422.5,0.0160739808245
423.3,0.0160680467604
424.2,0.0164359587328
425,0.0159858175869
425.8,0.016509710672
426.7,0.0164037452422
427.5,0.0162375914482
428.3,0.0159959902681
429.1,0.0158951111789
430,0.0162113120216
430.8,0.016233352831
431.6,0.0163037138764
432.5,0.0163147342811
433.3,0.0166801030832
434.1,0.016807261599
435,0.0174413587311
435.8,0.0173625204513
436.6,0.0179228656443
437.4,0.0180364605851
438.3,0.0182695845307
439.1,0.0181432737384
439.9,0.018169553165
440.8,0.018349270534
441.6,0.0191469782898
442.4,0.0190189720506
443.3,0.0190240583912
444.1,0.0184086111747
444.9,0.0184077634513
445.7,0.0181068216305
446.6,0.0180881717149
447.4,0.01818311674
448.2,0.0182806049354
449.1,0.0184136975153
449.9,0.0176066648017
450.7,0.0175269787984
451.6,0.0164529132016
452.4,0.0165732899299
453.2,0.0156636826802
454,0.0156272305723
454.9,0.0150601035918
455.7,0.0147472936429
456.5,0.0153101820062
457.4,0.0159552995431
458.2,0.0167174029145
459,0.0165902443987
459.9,0.0166038079737
460.7,0.0165877012284
461.5,0.0163393182608
462.3,0.0165732899299
463.2,0.0163249069624
464,0.0162715003857
464.8,0.0156569008927
465.7,0.0157755821741
466.5,0.0162511550232
467.3,0.0158654408586
468.2,0.0162672617685
469,0.016005315226
469.8,0.0163639022405
470.6,0.0157187847037
471.5,0.0158679840289
472.3,0.0163113433873
473.1,0.0162019870637
474,0.0160222696947
474.8,0.0159527563728
475.6,0.0160612649729
476.5,0.0155178742487
477.3,0.015617057891
478.1,0.0156831803193
478.9,0.016233352831
479.8,0.0156467282114
480.6,0.0159985334385
481.4,0.0162630231513
482.3,0.0165902443987
483.1,0.0163859430499
483.9,0.016378313539
484.8,0.0162977798123
485.6,0.0165529445674
486.4,0.0168996634538
487.2,0.0172743572137
488.1,0.0178304637895
488.9,0.0172972457465
489.7,0.0177838390004
490.6,0.0175736035876
491.4,0.0180525673304
492.2,0.018328077448
493.1,0.0187468528267
493.9,0.0192054712071
494.7,0.0192190347821
495.5,0.0202396938023
496.4,0.0203041207836
497.2,0.0207457846952
498,0.0201303374787
498.9,0.0205389401762
499.7,0.0205787831778
500.5,0.0197904003798
501.4,0.0187621118486
502.2,0.0170208879055
503,0.0164936039267
503.8,0.0155941693582
504.7,0.0158001661538
505.5,0.0157357391725
506.3,0.0161172147199
507.2,0.0162867594076
508,0.0159722540119
508.8,0.0159425836915
509.7,0.015922238329
510.5,0.0160358332698
511.3,0.015694200724
512.2,0.0153067911125
513,0.0155255037597
513.8,0.0160129447369
514.6,0.0163079524936
515.4,0.0165054720548
516.2,0.0167080779566
517,0.0163952680078
517.8,0.0162452209591
518.7,0.0161163669964
519.5,0.0161867280418
520.3,0.0162172460856
521.1,0.0158781567102
521.9,0.0165241219704
522.7,0.0165893966752
523.5,0.0172387528293
524.3,0.0164927562032
525.2,0.0159408882446
526,0.0157026779583
526.8,0.0155678899316
527.6,0.0160205742479
528.4,0.0156280782957
529.2,0.0162723481092
530,0.0163367750905
530.8,0.0165944830159
531.7,0.0167767435552
532.5,0.0165088629486
533.3,0.0164198519875
534.1,0.01579677526
534.9,0.015914608818
535.7,0.0158866339445
536.5,0.0161994438934
537.3,0.0159349541805
