

380.20	0.021	
381.00	0.021	
381.80	0.021	
382.70	0.021	
383.50	0.020	
384.30	0.020	
385.20	0.021	
386.00	0.022	
386.80	0.021	
387.60	0.021	
388.50	0.021	
389.30	0.022	
390.10	0.021	
391.00	0.021	
391.80	0.021	
392.60	0.022	
393.50	0.021	
394.30	0.021	
395.10	0.021	
395.90	0.021	
396.80	0.021	
397.60	0.021	
398.40	0.021	
399.30	0.022	
400.10	0.022	
400.90	0.021	
401.80	0.021	
402.60	0.022	
403.40	0.023	
404.20	0.023	
405.10	0.023	
405.90	0.022	
406.70	0.023	
407.60	0.023	
408.40	0.023	
409.20	0.023	
410.10	0.024	
410.90	0.024	
411.70	0.024	
412.50	0.024	
413.40	0.025	
414.20	0.025	
415.00	0.025	
415.90	0.026	
416.70	0.027	
417.50	0.027	
418.40	0.027	
419.20	0.028	
420.00	0.029	
420.80	0.029	
421.70	0.031	
422.50	0.031	
423.30	0.032	
424.20	0.032	
425.00	0.034	
425.80	0.035	
426.70	0.036	
427.50	0.038	
428.30	0.040	
429.10	0.043	
430.00	0.045	
430.80	0.048	
431.60	0.051	
432.50	0.055	
433.30	0.059	
434.10	0.064	
435.00	0.068	
435.80	0.073	
436.60	0.078	
437.40	0.084	
438.30	0.089	
439.10	0.095	
439.90	0.100	
440.80	0.105	
441.60	0.110	
442.40	0.113	
443.30	0.117	
444.10	0.122	
444.90	0.125	
445.70	0.128	
446.60	0.128	
447.40	0.128	
448.20	0.129	
449.10	0.128	
449.90	0.127	
450.70	0.124	
451.60	0.121	
452.40	0.116	
453.20	0.111	
454.00	0.105	
454.90	0.098	
455.70	0.092	
456.50	0.085	
457.40	0.079	
458.20	0.073	
459.00	0.067	
459.90	0.062	
460.70	0.057	
461.50	0.053	
462.30	0.051	
463.20	0.049	
464.00	0.047	
464.80	0.045	
465.70	0.043	
466.50	0.042	
467.30	0.039	
468.20	0.039	
469.00	0.038	
469.80	0.037	
470.60	0.036	
471.50	0.036	
472.30	0.036	
473.10	0.036	
474.00	0.035	
474.80	0.034	
475.60	0.033	
476.50	0.032	
477.30	0.032	
478.10	0.033	
478.90	0.033	
479.80	0.032	
480.60	0.032	
481.40	0.032	
482.30	0.033	
483.10	0.032	
483.90	0.032	
484.80	0.032	
485.60	0.032	
486.40	0.033	
487.20	0.032	
488.10	0.033	
488.90	0.032	
489.70	0.032	
490.60	0.032	
491.40	0.033	
492.20	0.034	
493.10	0.034	
493.90	0.035	
494.70	0.035	
495.50	0.036	
496.40	0.037	
