

516.20	0.056	
517.00	0.057	
517.80	0.058	
518.70	0.058	
519.50	0.060	
520.30	0.061	
521.10	0.062	
521.90	0.063	
522.70	0.064	
523.50	0.064	
524.30	0.063	
525.20	0.063	
526.00	0.063	
526.80	0.063	
527.60	0.063	
528.40	0.063	
529.20	0.063	
530.00	0.061	
530.80	0.061	
531.70	0.060	
532.50	0.061	
533.30	0.060	
534.10	0.059	
534.90	0.059	
535.70	0.059	
536.50	0.059	
537.30	0.059	
538.20	0.060	
539.00	0.061	
539.80	0.060	
540.60	0.060	
541.40	0.061	
542.20	0.061	
543.00	0.062	
543.80	0.063	
544.70	0.064	
545.50	0.066	
546.30	0.067	
547.10	0.068	
547.90	0.070	
548.70	0.071	
549.50	0.074	
550.40	0.075	
551.20	0.077	
552.00	0.079	
552.80	0.080	
553.60	0.082	
554.40	0.085	
555.20	0.089	
556.00	0.091	
556.90	0.093	
557.70	0.097	
558.50	0.101	
559.30	0.105	
560.10	0.108	
560.90	0.112	
561.70	0.118	
562.50	0.124	
563.40	0.127	
564.20	0.129	
565.00	0.133	
565.80	0.139	
566.60	0.144	
567.40	0.147	
568.20	0.150	
569.00	0.155	
569.90	0.159	
570.70	0.161	
571.50	0.162	
572.30	0.166	
573.10	0.170	
573.90	0.172	
574.70	0.174	
575.50	0.173	
576.40	0.174	
577.20	0.174	
578.00	0.175	
578.80	0.175	
579.60	0.175	
580.40	0.176	
581.20	0.176	
582.10	0.174	
582.90	0.173	
583.70	0.173	
584.50	0.173	
585.30	0.173	
586.10	0.171	
586.90	0.170	
587.70	0.169	
588.50	0.168	
589.20	0.168	
590.00	0.165	
590.70	0.164	
591.50	0.161	
592.20	0.160	
593.00	0.159	
593.70	0.157	
594.50	0.153	
595.20	0.152	
596.00	0.150	
596.70	0.150	
597.50	0.147	
598.20	0.144	
599.00	0.144	
599.70	0.143	
600.50	0.142	
601.20	0.139	
602.00	0.136	
602.70	0.135	
603.40	0.135	
604.20	0.136	
604.90	0.135	
605.70	0.132	
606.40	0.132	
607.20	0.133	
607.90	0.134	
608.70	0.132	
609.40	0.131	
610.20	0.130	
610.90	0.130	
611.70	0.131	
612.40	0.131	
613.20	0.130	
613.90	0.129	
614.70	0.129	
615.40	0.129	
616.20	0.129	
616.90	0.127	
617.70	0.125	
618.40	0.124	
619.10	0.123	
619.90	0.122	
620.60	0.121	
621.40	0.121	
622.10	0.119	
622.90	0.119	
623.60	0.117	
624.40	0.115	
625.10	0.113	
625.90	0.112	
626.60	0.112	
627.40	0.111	
628.10	0.109	
628.90	0.107	
629.60	0.105	
630.40	0.105	
631.10	0.105	
631.90	0.104	
632.60	0.102	
633.40	0.100	
634.10	0.098	
634.80	0.097	
635.60	0.096	
636.30	0.096	
637.10	0.092	
637.80	0.090	
638.60	0.088	
639.30	0.087	
640.10	0.085	
640.80	0.083	
641.60	0.081	
642.30	0.079	
643.10	0.077	
643.80	0.075	
644.60	0.073	
645.30	0.071	
646.10	0.068	
646.80	0.066	
647.60	0.065	
648.30	0.063	
649.10	0.062	
649.80	0.060	
650.50	0.058	
651.30	0.057	
652.00	0.056	
652.80	0.054	
653.50	0.052	
654.30	0.051	
655.00	0.049	
655.80	0.047	
656.50	0.047	
657.30	0.047	
658.00	0.047	
658.80	0.046	
659.50	0.044	
660.30	0.043	
661.00	0.043	
661.80	0.042	
662.50	0.042	
663.30	0.041	
664.00	0.040	
664.80	0.038	
665.50	0.038	
666.20	0.037	
667.00	0.036	
667.80	0.036	
668.50	0.036	
669.20	0.035	
670.00	0.034	
670.70	0.034	
671.50	0.034	
672.20	0.033	
672.90	0.033	
673.70	0.032	
674.40	0.033	
675.20	0.032	
675.90	0.032	
676.70	0.032	
677.40	0.032	
678.10	0.031	
678.90	0.031	
679.60	0.030	
680.40	0.029	
681.10	0.029	
681.90	0.029	
682.60	0.029	
683.30	0.029	
684.10	0.029	
684.80	0.028	
685.60	0.028	
686.30	0.028	
687.10	0.028	
687.80	0.028	
688.50	0.028	
689.30	0.028	
690.00	0.028	
690.80	0.028	
691.50	0.027	
692.30	0.027	
693.00	0.027	
693.70	0.027	
694.50	0.027	
695.20	0.027	
696.00	0.026	
696.70	0.026	
697.50	0.026	
698.20	0.026	
698.90	0.025	
699.70	0.025	
700.40	0.024	
701.20	0.024	
701.90	0.024	
702.70	0.023	
703.40	0.023	
704.10	0.023	
704.90	0.024	
705.60	0.024	
706.40	0.024	
707.10	0.023	
707.90	0.023	
708.70	0.022	
709.50	0.022	
710.20	0.022	
711.00	0.022	
711.80	0.022	
712.60	0.022	
713.30	0.022	
714.10	0.022	
714.90	0.021	
715.60	0.021	
716.40	0.021	
717.20	0.020	
718.00	0.021	
718.70	0.021	
719.50	0.020	
720.30	0.021	
721.10	0.020	
721.80	0.021	
722.60	0.021	
723.40	0.020	
724.20	0.020	
724.90	0.020	
725.70	0.020	
726.50	0.020	
727.30	0.020	
728.00	0.019	
728.80	0.019	
729.60	0.020	
730.40	0.019	
731.10	0.019	
731.90	0.019	
732.70	0.020	
733.40	0.020	
734.20	0.020	
735.00	0.019	
735.80	0.019	
736.50	0.018	
737.30	0.018	
738.10	0.018	
738.90	0.019	
739.60	0.018	
740.40	0.018	
741.20	0.018	
742.00	0.018	
742.70	0.019	
743.50	0.019	
744.30	0.019	
745.10	0.018	
745.80	0.018	
746.60	0.018	
747.40	0.018	
748.10	0.018	
748.90	0.018	
749.70	0.018	
750.50	0.018	
751.20	0.018	
752.00	0.019	
752.80	0.019	
753.60	0.019	
754.30	0.019	
755.10	0.018	
755.90	0.018	
756.70	0.018	
757.40	0.018	
758.20	0.018	
759.00	0.018	
759.80	0.018	
760.50	0.018	
761.30	0.019	
762.10	0.018	
762.90	0.018	
763.60	0.018	
764.40	0.018	
765.20	0.018	
765.90	0.018	
766.70	0.017	
767.50	0.017	
768.30	0.018	
769.00	0.018	
769.80	0.018	
770.60	0.018	
771.40	0.018	
772.10	0.018	
772.90	0.018	
773.70	0.018	
774.50	0.018	
775.20	0.017	
776.00	0.017	
776.80	0.018	
777.60	0.018	
778.30	0.018	
779.10	0.018	
779.90	0.018	
780.60	0.017	
781.40	0.018	
782.20	0.017	
783.00	0.017	
783.70	0.017	
784.50	0.018	
785.30	0.018	
786.10	0.018	
786.80	0.017	
787.60	0.017	
788.40	0.017	
789.20	0.017	
789.90	0.018	
790.70	0.018	
791.50	0.018	
792.30	0.017	
793.00	0.016	
793.80	0.017	
794.60	0.016	
795.40	0.016	
796.10	0.016	
796.90	0.016	
797.70	0.016	
798.40	0.016	
799.20	0.016	
800.00	0.016	
800.80	0.017	
801.50	0.017	
802.30	0.017	
803.10	0.017	
803.90	0.017	
804.60	0.018	
805.40	0.017	
806.20	0.017	
807.00	0.016	
807.70	0.016	
808.50	0.017	
809.30	0.016	
810.10	0.016	
810.80	0.016	
811.60	0.017	
812.40	0.017	
813.10	0.017	
813.90	0.017	
814.70	0.017	
815.50	0.017	
816.20	0.017	
817.00	0.017	
817.80	0.017	
818.60	0.017	
819.30	0.017	
820.10	0.017	
820.90	0.016	
821.70	0.016	
822.40	0.016	
823.20	0.016	
824.00	0.016	
824.80	0.016	
825.50	0.016	
826.30	0.016	
827.10	0.017	
827.80	0.017	
828.60	0.017	
829.40	0.017	
830.20	0.016	
830.90	0.016	
831.70	0.016	
832.60	0.016	
833.40	0.016	
834.30	0.017	
835.10	0.016	
836.00	0.016	
836.80	0.016	
837.70	0.016	
838.50	0.016	
839.40	0.016	
840.20	0.016	
841.10	0.016	
841.90	0.016	
842.80	0.016	
843.60	0.016	
844.50	0.017	
845.30	0.016	
846.20	0.017	
847.00	0.016	
847.90	0.016	
848.70	0.016	
849.60	0.016	
850.40	0.016	
851.30	0.016	
852.10	0.016	
853.00	0.016	
853.80	0.016	
854.70	0.017	
855.50	0.017	
856.40	0.017	
857.20	0.017	
858.10	0.017	
858.90	0.016	
859.80	0.016	
860.60	0.016	
861.50	0.016	
862.30	0.016	
863.20	0.016	
864.00	0.016	
864.90	0.017	
865.70	0.017	
866.60	0.017	
867.40	0.017	
868.30	0.016	
869.10	0.017	
870.00	0.017	
870.80	0.017	
871.70	0.017	
872.50	0.016	
873.40	0.017	
874.20	0.017	
875.10	0.017	
875.90	0.016	
876.80	0.016	
877.60	0.016	
878.50	0.017	
879.30	0.017	
880.20	0.016	
881.00	0.016	
881.90	0.016	
882.70	0.016	
883.60	0.015	
884.40	0.015	
885.30	0.015	
886.10	0.016	
887.00	0.016	
887.80	0.016	
888.70	0.016	
889.50	0.016	
890.40	0.016	
891.20	0.017	
892.10	0.016	
892.90	0.016	
893.80	0.016	
894.60	0.016	
895.50	0.016	
896.30	0.015	
897.20	0.016	
898.00	0.016	
898.90	0.016	
899.70	0.016	
